157.71401384705646,33.65153997659593,157.66103866138292,67.22561273290536,675.57595476906,63.278008488509016,675.5761118918393,29.68286244265237
37.953517503145974,101.81540013737003,37.04476787271148,119.89149919702665,134.26131530446358,121.08988009069375,134.0115685088971,100.54124318371598
369.7698178183368,97.44668341929847,370.06722086881814,121.01486767795699,466.42079673418215,119.58643272067148,466.55769883016,96.63083084243092
172.03966455761517,104.95977111372338,172.24127850791996,137.04230749141112,309.65854313090426,137.19532162007337,309.84693010771696,106.26498689935663
530.5779856700593,111.8795555405482,530.8885592531967,142.42127551604176,671.2533449267356,144.4540021042175,671.1674712092263,110.35854777245086
38.03012281656403,125.45687727497209,37.17600805767115,141.8164021134307,119.86761807223621,140.37641662990472,119.41839336012407,128.19544437628727
168.55426483887342,168.9960045557862,167.80193724295125,198.7612281047762,267.2534289549188,199.32542966734033,265.68817567266154,170.90011437314183
168.4084717755099,232.47935427707725,167.02464807713898,265.9045556449824,704.2871004074693,271.2919833813905,703.4984933669458,239.73744467713064
38.507386554580705,259.29491457231586,36.945726450352026,271.7698637066405,112.77652410032185,270.24164905297687,112.18398357733689,258.09926275612634
312.9762339129908,292.4946693627689,314.8435894719408,313.8393442053654,411.017550927261,307.69259810390383,410.46286777906965,288.1726671786519
35.747895792366776,290.75062395406417,35.289849284190666,314.45993234607397,137.0152883679635,311.53605983447926,137.22034592927994,290.31002323427
165.8815771967079,295.9508702664053,165.43185731645187,335.40910903132385,269.0044151727438,331.0067824983185,267.62672498852896,299.07537558359036
453.35358379971643,299.9272388312621,453.6408911895104,334.7108581489874,740.6845006307601,337.93258829601047,740.086552695251,305.68878487189085
312.9476438812811,313.328845251257,313.9384740338864,326.90537837500216,370.9197751259094,327.2234811906246,369.6530408132774,313.37655405024066
46.0244179633494,359.952915420319,45.69821735755909,393.1715713160587,220.50187162826077,391.73855506570493,221.497830779322,358.07176914921473
427.7210932553837,363.85700856576125,426.17522727482225,397.9832245209393,731.8332482332964,401.61856903826333,731.908277957658,368.70570888809976
239.38923105084316,416.8749699854456,238.21883966643227,439.0581463511544,357.2936385088172,438.481285448651,356.90558683612136,415.6039147735187
45.9493585863474,420.6905705847607,45.75730280518996,455.6734234649959,218.89398323966665,451.62869505486077,218.47083098529126,419.7667434783422
401.9772377340044,429.6415160814188,401.25651989124856,465.86289770538576,535.9684952189633,465.20907404875567,536.194527200486,430.85749835201915
241.1412196942744,443.28799533449126,240.09425351928988,459.5301502814695,329.10508766813336,459.01119676803086,329.644022143214,444.59056489108036
46.50327388748672,479.13824694502455,46.368333973993145,514.1994371238121,216.53115116965265,515.859205503804,217.07143843739124,477.8983666358816
237.42700216491738,482.7955890313139,237.74373016580563,506.26251801017906,330.9560591296542,505.09038734790545,331.19514410255704,484.3534403304896
534.5610370558784,479.2271481712789,534.7121456580043,502.79519489103455,620.0656604810899,503.3097890866781,620.4975504473371,483.03940210622784
232.48205903764443,508.29152154025684,233.33014368071954,525.9013642649586,330.4165623144172,523.9734534272341,326.8167446006039,508.91583761479
646.8076301132033,501.3748073905834,645.4866087279318,532.7927221927675,826.1909724775949,537.3349155820374,826.1221954325736,505.9587209552673
